expert,code,CU_group,Estimate,Value,Strategy,Est.Type
8,q8,Sockeye_Harrison_River,ALL_upper,40,ALL,Upper
8,q8,Sockeye_Widgeon_River,ALL_upper,30,ALL,Upper
9,Wa,Chinook_LFR_FA_0.3,ALL_upper,80,ALL,Upper
9,Wa,Chinook_LFR_SP_1.3,ALL_upper,90,ALL,Upper
9,Wa,Chinook_LFR_SU_1.3,ALL_upper,90,ALL,Upper
9,Wa,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,90,ALL,Upper
9,Wa,Chinook_BB_FA_0.3,ALL_upper,80,ALL,Upper
9,Wa,Chum_LFR,ALL_upper,90,ALL,Upper
9,Wa,Coho_LFR,ALL_upper,90,ALL,Upper
9,Wa,Coho_BB,ALL_upper,90,ALL,Upper
9,Wa,Pink_FR,ALL_upper,90,ALL,Upper
9,Wa,Sockeye_Cultus_Late,ALL_upper,45,ALL,Upper
9,Wa,Sockeye_Pitt_ES,ALL_upper,90,ALL,Upper
9,Wa,Sockeye_Widgeon_River,ALL_upper,90,ALL,Upper
10,wc,Chinook_LFR_FA_0.3,ALL_upper,75,ALL,Upper
10,wc,Chinook_Maria_Slough_SU_0.3,ALL_upper,95,ALL,Upper
10,wc,Chinook_LFR_SP_1.3,ALL_upper,80,ALL,Upper
10,wc,Chinook_LFR_SU_1.3,ALL_upper,80,ALL,Upper
10,wc,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,95,ALL,Upper
10,wc,Chinook_BB_FA_0.3,ALL_upper,75,ALL,Upper
10,wc,Chum_LFR,ALL_upper,80,ALL,Upper
10,wc,Coho_Lillooet,ALL_upper,65,ALL,Upper
10,wc,Coho_LFR,ALL_upper,80,ALL,Upper
10,wc,Coho_BB,ALL_upper,70,ALL,Upper
10,wc,Pink_FR,ALL_upper,75,ALL,Upper
10,wc,Sockeye_Chilliwack_ES,ALL_upper,85,ALL,Upper
10,wc,Sockeye_Cultus_Late,ALL_upper,65,ALL,Upper
10,wc,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,70,ALL,Upper
10,wc,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,70,ALL,Upper
10,wc,Sockeye_Pitt_ES,ALL_upper,95,ALL,Upper
10,wc,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,60,ALL,Upper
10,wc,Sockeye_Harrison_River,ALL_upper,70,ALL,Upper
10,wc,Sockeye_Widgeon_River,ALL_upper,70,ALL,Upper
11,aH,Chinook_LFR_FA_0.3,ALL_upper,75,ALL,Upper
11,aH,Chinook_BB_FA_0.3,ALL_upper,100,ALL,Upper
11,aH,Chum_LFR,ALL_upper,100,ALL,Upper
11,aH,Coho_LFR,ALL_upper,100,ALL,Upper
11,aH,Coho_BB,ALL_upper,100,ALL,Upper
12,9n,Chinook_LFR_FA_0.3,ALL_upper,75,ALL,Upper
12,9n,Chinook_Maria_Slough_SU_0.3,ALL_upper,40,ALL,Upper
12,9n,Chinook_LFR_SP_1.3,ALL_upper,60,ALL,Upper
12,9n,Chinook_LFR_SU_1.3,ALL_upper,60,ALL,Upper
12,9n,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,50,ALL,Upper
12,9n,Chinook_BB_FA_0.3,ALL_upper,40,ALL,Upper
12,9n,Chum_LFR,ALL_upper,75,ALL,Upper
12,9n,Coho_Lillooet,ALL_upper,70,ALL,Upper
12,9n,Coho_LFR,ALL_upper,65,ALL,Upper
12,9n,Coho_BB,ALL_upper,50,ALL,Upper
12,9n,Pink_FR,ALL_upper,75,ALL,Upper
12,9n,Sockeye_Chilliwack_ES,ALL_upper,70,ALL,Upper
12,9n,Sockeye_Cultus_Late,ALL_upper,30,ALL,Upper
12,9n,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,65,ALL,Upper
12,9n,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,35,ALL,Upper
12,9n,Sockeye_Pitt_ES,ALL_upper,70,ALL,Upper
12,9n,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,65,ALL,Upper
12,9n,Sockeye_Harrison_River,ALL_upper,70,ALL,Upper
12,9n,Sockeye_Widgeon_River,ALL_upper,30,ALL,Upper
13,No,Chinook_LFR_FA_0.3,ALL_upper,80,ALL,Upper
14,gs,Chinook_LFR_FA_0.3,ALL_upper,80,ALL,Upper
14,gs,Chinook_Maria_Slough_SU_0.3,ALL_upper,80,ALL,Upper
14,gs,Chinook_LFR_SP_1.3,ALL_upper,90,ALL,Upper
14,gs,Chinook_LFR_SU_1.3,ALL_upper,65,ALL,Upper
14,gs,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,45,ALL,Upper
14,gs,Chinook_BB_FA_0.3,ALL_upper,60,ALL,Upper
14,gs,Chum_LFR,ALL_upper,85,ALL,Upper
14,gs,Pink_FR,ALL_upper,90,ALL,Upper
14,gs,Sockeye_Chilliwack_ES,ALL_upper,90,ALL,Upper
14,gs,Sockeye_Cultus_Late,ALL_upper,55,ALL,Upper
14,gs,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,85,ALL,Upper
14,gs,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,40,ALL,Upper
14,gs,Sockeye_Pitt_ES,ALL_upper,95,ALL,Upper
14,gs,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,70,ALL,Upper
14,gs,Sockeye_Harrison_River,ALL_upper,95,ALL,Upper
14,gs,Sockeye_Widgeon_River,ALL_upper,85,ALL,Upper
15,6m,Chinook_LFR_FA_0.3,ALL_upper,75,ALL,Upper
15,6m,Chinook_Maria_Slough_SU_0.3,ALL_upper,50,ALL,Upper
15,6m,Chinook_LFR_SP_1.3,ALL_upper,75,ALL,Upper
15,6m,Chinook_LFR_SU_1.3,ALL_upper,75,ALL,Upper
15,6m,Chum_LFR,ALL_upper,90,ALL,Upper
15,6m,Coho_Lillooet,ALL_upper,90,ALL,Upper
15,6m,Coho_LFR,ALL_upper,65,ALL,Upper
15,6m,Coho_BB,ALL_upper,65,ALL,Upper
15,6m,Pink_FR,ALL_upper,90,ALL,Upper
15,6m,Sockeye_Chilliwack_ES,ALL_upper,40,ALL,Upper
15,6m,Sockeye_Cultus_Late,ALL_upper,25,ALL,Upper
15,6m,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,75,ALL,Upper
15,6m,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,75,ALL,Upper
15,6m,Sockeye_Pitt_ES,ALL_upper,65,ALL,Upper
15,6m,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,60,ALL,Upper
15,6m,Sockeye_Harrison_River,ALL_upper,75,ALL,Upper
15,6m,Sockeye_Widgeon_River,ALL_upper,75,ALL,Upper
16,cG,Chinook_LFR_FA_0.3,ALL_upper,80,ALL,Upper
16,cG,Chinook_Maria_Slough_SU_0.3,ALL_upper,80,ALL,Upper
16,cG,Chinook_LFR_SP_1.3,ALL_upper,80,ALL,Upper
16,cG,Chinook_LFR_SU_1.3,ALL_upper,90,ALL,Upper
16,cG,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,60,ALL,Upper
16,cG,Chinook_BB_FA_0.3,ALL_upper,90,ALL,Upper
16,cG,Chum_LFR,ALL_upper,90,ALL,Upper
17,IL,Chinook_LFR_FA_0.3,ALL_upper,95,ALL,Upper
17,IL,Chinook_Maria_Slough_SU_0.3,ALL_upper,95,ALL,Upper
17,IL,Chinook_LFR_SP_1.3,ALL_upper,95,ALL,Upper
17,IL,Chinook_LFR_SU_1.3,ALL_upper,95,ALL,Upper
17,IL,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,95,ALL,Upper
17,IL,Chinook_BB_FA_0.3,ALL_upper,95,ALL,Upper
17,IL,Chum_LFR,ALL_upper,95,ALL,Upper
17,IL,Coho_Lillooet,ALL_upper,95,ALL,Upper
17,IL,Coho_LFR,ALL_upper,95,ALL,Upper
17,IL,Coho_BB,ALL_upper,95,ALL,Upper
17,IL,Pink_FR,ALL_upper,95,ALL,Upper
17,IL,Sockeye_Chilliwack_ES,ALL_upper,95,ALL,Upper
17,IL,Sockeye_Cultus_Late,ALL_upper,95,ALL,Upper
17,IL,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,95,ALL,Upper
17,IL,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,95,ALL,Upper
17,IL,Sockeye_Pitt_ES,ALL_upper,95,ALL,Upper
17,IL,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,95,ALL,Upper
17,IL,Sockeye_Harrison_River,ALL_upper,95,ALL,Upper
17,IL,Sockeye_Widgeon_River,ALL_upper,95,ALL,Upper
18,Ko,Chinook_LFR_FA_0.3,ALL_upper,100,ALL,Upper
18,Ko,Chinook_Maria_Slough_SU_0.3,ALL_upper,100,ALL,Upper
18,Ko,Chinook_LFR_SP_1.3,ALL_upper,100,ALL,Upper
18,Ko,Chinook_LFR_SU_1.3,ALL_upper,100,ALL,Upper
18,Ko,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,100,ALL,Upper
18,Ko,Chinook_BB_FA_0.3,ALL_upper,100,ALL,Upper
18,Ko,Chum_LFR,ALL_upper,95,ALL,Upper
18,Ko,Coho_Lillooet,ALL_upper,80,ALL,Upper
18,Ko,Coho_LFR,ALL_upper,80,ALL,Upper
18,Ko,Coho_BB,ALL_upper,80,ALL,Upper
18,Ko,Pink_FR,ALL_upper,95,ALL,Upper
18,Ko,Sockeye_Chilliwack_ES,ALL_upper,100,ALL,Upper
18,Ko,Sockeye_Cultus_Late,ALL_upper,100,ALL,Upper
18,Ko,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,100,ALL,Upper
18,Ko,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,100,ALL,Upper
18,Ko,Sockeye_Pitt_ES,ALL_upper,100,ALL,Upper
18,Ko,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,100,ALL,Upper
18,Ko,Sockeye_Harrison_River,ALL_upper,100,ALL,Upper
18,Ko,Sockeye_Widgeon_River,ALL_upper,100,ALL,Upper
19,Hw,Chinook_LFR_FA_0.3,ALL_upper,100,ALL,Upper
19,Hw,Chinook_LFR_SP_1.3,ALL_upper,100,ALL,Upper
19,Hw,Chinook_BB_FA_0.3,ALL_upper,100,ALL,Upper
19,Hw,Chum_LFR,ALL_upper,100,ALL,Upper
19,Hw,Coho_Lillooet,ALL_upper,100,ALL,Upper
19,Hw,Coho_LFR,ALL_upper,100,ALL,Upper
19,Hw,Coho_BB,ALL_upper,100,ALL,Upper
19,Hw,Pink_FR,ALL_upper,100,ALL,Upper
19,Hw,Sockeye_Chilliwack_ES,ALL_upper,100,ALL,Upper
19,Hw,Sockeye_Cultus_Late,ALL_upper,0,ALL,Upper
19,Hw,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,100,ALL,Upper
19,Hw,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,100,ALL,Upper
19,Hw,Sockeye_Pitt_ES,ALL_upper,100,ALL,Upper
19,Hw,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,100,ALL,Upper
19,Hw,Sockeye_Harrison_River,ALL_upper,100,ALL,Upper
19,Hw,Sockeye_Widgeon_River,ALL_upper,100,ALL,Upper
20,tA,Chinook_LFR_FA_0.3,ALL_upper,100,ALL,Upper
20,tA,Chinook_Maria_Slough_SU_0.3,ALL_upper,100,ALL,Upper
20,tA,Chinook_LFR_SP_1.3,ALL_upper,100,ALL,Upper
20,tA,Chinook_LFR_SU_1.3,ALL_upper,100,ALL,Upper
20,tA,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,100,ALL,Upper
20,tA,Chinook_BB_FA_0.3,ALL_upper,100,ALL,Upper
20,tA,Chum_LFR,ALL_upper,100,ALL,Upper
20,tA,Coho_Lillooet,ALL_upper,100,ALL,Upper
20,tA,Coho_LFR,ALL_upper,100,ALL,Upper
20,tA,Coho_BB,ALL_upper,100,ALL,Upper
20,tA,Pink_FR,ALL_upper,100,ALL,Upper
20,tA,Sockeye_Chilliwack_ES,ALL_upper,100,ALL,Upper
20,tA,Sockeye_Cultus_Late,ALL_upper,100,ALL,Upper
20,tA,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,100,ALL,Upper
20,tA,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,100,ALL,Upper
20,tA,Sockeye_Pitt_ES,ALL_upper,100,ALL,Upper
20,tA,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,100,ALL,Upper
20,tA,Sockeye_Harrison_River,ALL_upper,100,ALL,Upper
20,tA,Sockeye_Widgeon_River,ALL_upper,100,ALL,Upper
21,n5,Chinook_LFR_FA_0.3,ALL_upper,100,ALL,Upper
21,n5,Chinook_Maria_Slough_SU_0.3,ALL_upper,100,ALL,Upper
21,n5,Chinook_LFR_SP_1.3,ALL_upper,80,ALL,Upper
21,n5,Chinook_LFR_SU_1.3,ALL_upper,70,ALL,Upper
21,n5,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,90,ALL,Upper
21,n5,Chinook_BB_FA_0.3,ALL_upper,90,ALL,Upper
21,n5,Chum_LFR,ALL_upper,90,ALL,Upper
21,n5,Coho_Lillooet,ALL_upper,90,ALL,Upper
21,n5,Coho_LFR,ALL_upper,90,ALL,Upper
21,n5,Coho_BB,ALL_upper,100,ALL,Upper
21,n5,Pink_FR,ALL_upper,90,ALL,Upper
21,n5,Sockeye_Chilliwack_ES,ALL_upper,100,ALL,Upper
21,n5,Sockeye_Cultus_Late,ALL_upper,100,ALL,Upper
21,n5,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,100,ALL,Upper
21,n5,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,80,ALL,Upper
21,n5,Sockeye_Pitt_ES,ALL_upper,100,ALL,Upper
21,n5,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,100,ALL,Upper
21,n5,Sockeye_Harrison_River,ALL_upper,80,ALL,Upper
21,n5,Sockeye_Widgeon_River,ALL_upper,70,ALL,Upper
22,Hf,Chinook_LFR_FA_0.3,ALL_upper,80,ALL,Upper
22,Hf,Chinook_Maria_Slough_SU_0.3,ALL_upper,73,ALL,Upper
22,Hf,Chinook_LFR_SP_1.3,ALL_upper,80,ALL,Upper
22,Hf,Chinook_LFR_SU_1.3,ALL_upper,80,ALL,Upper
22,Hf,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,80,ALL,Upper
22,Hf,Chinook_BB_FA_0.3,ALL_upper,65,ALL,Upper
22,Hf,Chum_LFR,ALL_upper,88,ALL,Upper
22,Hf,Coho_Lillooet,ALL_upper,79,ALL,Upper
22,Hf,Coho_BB,ALL_upper,60,ALL,Upper
22,Hf,Pink_FR,ALL_upper,90,ALL,Upper
22,Hf,Sockeye_Chilliwack_ES,ALL_upper,85,ALL,Upper
22,Hf,Sockeye_Cultus_Late,ALL_upper,45,ALL,Upper
22,Hf,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,75,ALL,Upper
22,Hf,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,75,ALL,Upper
22,Hf,Sockeye_Pitt_ES,ALL_upper,78,ALL,Upper
22,Hf,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,75,ALL,Upper
22,Hf,Sockeye_Harrison_River,ALL_upper,85,ALL,Upper
22,Hf,Sockeye_Widgeon_River,ALL_upper,40,ALL,Upper
23,mm,Chinook_LFR_FA_0.3,ALL_upper,75,ALL,Upper
23,mm,Chinook_Maria_Slough_SU_0.3,ALL_upper,75,ALL,Upper
23,mm,Chinook_LFR_SP_1.3,ALL_upper,75,ALL,Upper
23,mm,Chinook_LFR_SU_1.3,ALL_upper,75,ALL,Upper
23,mm,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_upper,65,ALL,Upper
23,mm,Chinook_BB_FA_0.3,ALL_upper,65,ALL,Upper
23,mm,Chum_LFR,ALL_upper,75,ALL,Upper
23,mm,Coho_Lillooet,ALL_upper,75,ALL,Upper
23,mm,Coho_LFR,ALL_upper,75,ALL,Upper
23,mm,Coho_BB,ALL_upper,65,ALL,Upper
23,mm,Pink_FR,ALL_upper,75,ALL,Upper
23,mm,Sockeye_Chilliwack_ES,ALL_upper,70,ALL,Upper
23,mm,Sockeye_Cultus_Late,ALL_upper,50,ALL,Upper
23,mm,Sockeye_Harrison_Down_Late(Big_Silver),ALL_upper,70,ALL,Upper
23,mm,Sockeye_Harrison_Up_Late(Weaver),ALL_upper,40,ALL,Upper
23,mm,Sockeye_Pitt_ES,ALL_upper,75,ALL,Upper
23,mm,Sockeye_Lillooet/Harrison_Late(Birk),ALL_upper,40,ALL,Upper
23,mm,Sockeye_Harrison_River,ALL_upper,70,ALL,Upper
23,mm,Sockeye_Widgeon_River,ALL_upper,10,ALL,Upper
24,7N,Sockeye_Cultus_Late,ALL_upper,0,ALL,Upper
1,ZD,Chinook_LFR_FA_0.3,ALL_best_guess,70,ALL,Best.Guess
1,ZD,Chinook_Maria_Slough_SU_0.3,ALL_best_guess,60,ALL,Best.Guess
1,ZD,Chinook_LFR_SP_1.3,ALL_best_guess,50,ALL,Best.Guess
1,ZD,Chinook_LFR_SU_1.3,ALL_best_guess,50,ALL,Best.Guess
1,ZD,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_best_guess,50,ALL,Best.Guess
1,ZD,Chinook_BB_FA_0.3,ALL_best_guess,65,ALL,Best.Guess
1,ZD,Chum_LFR,ALL_best_guess,80,ALL,Best.Guess
1,ZD,Coho_Lillooet,ALL_best_guess,30,ALL,Best.Guess
1,ZD,Coho_LFR,ALL_best_guess,25,ALL,Best.Guess
1,ZD,Coho_BB,ALL_best_guess,20,ALL,Best.Guess
1,ZD,Pink_FR,ALL_best_guess,65,ALL,Best.Guess
1,ZD,Sockeye_Chilliwack_ES,ALL_best_guess,55,ALL,Best.Guess
1,ZD,Sockeye_Cultus_Late,ALL_best_guess,25,ALL,Best.Guess
1,ZD,Sockeye_Harrison_Down_Late(Big_Silver),ALL_best_guess,45,ALL,Best.Guess
1,ZD,Sockeye_Harrison_Up_Late(Weaver),ALL_best_guess,35,ALL,Best.Guess
1,ZD,Sockeye_Pitt_ES,ALL_best_guess,55,ALL,Best.Guess
1,ZD,Sockeye_Lillooet/Harrison_Late(Birk),ALL_best_guess,35,ALL,Best.Guess
1,ZD,Sockeye_Harrison_River,ALL_best_guess,50,ALL,Best.Guess
1,ZD,Sockeye_Widgeon_River,ALL_best_guess,0,ALL,Best.Guess
2,Ki,Chinook_LFR_FA_0.3,ALL_best_guess,44,ALL,Best.Guess
2,Ki,Chinook_Maria_Slough_SU_0.3,ALL_best_guess,30,ALL,Best.Guess
2,Ki,Chinook_LFR_SP_1.3,ALL_best_guess,35,ALL,Best.Guess
2,Ki,Chinook_LFR_SU_1.3,ALL_best_guess,35,ALL,Best.Guess
2,Ki,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_best_guess,35,ALL,Best.Guess
2,Ki,Chum_LFR,ALL_best_guess,50,ALL,Best.Guess
3,oQ,Chinook_LFR_FA_0.3,ALL_best_guess,80,ALL,Best.Guess
3,oQ,Chinook_Maria_Slough_SU_0.3,ALL_best_guess,55,ALL,Best.Guess
3,oQ,Chinook_LFR_SP_1.3,ALL_best_guess,75,ALL,Best.Guess
3,oQ,Chinook_LFR_SU_1.3,ALL_best_guess,80,ALL,Best.Guess
3,oQ,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_best_guess,25,ALL,Best.Guess
3,oQ,Chinook_BB_FA_0.3,ALL_best_guess,35,ALL,Best.Guess
3,oQ,Chum_LFR,ALL_best_guess,65,ALL,Best.Guess
3,oQ,Pink_FR,ALL_best_guess,75,ALL,Best.Guess
3,oQ,Sockeye_Chilliwack_ES,ALL_best_guess,65,ALL,Best.Guess
3,oQ,Sockeye_Cultus_Late,ALL_best_guess,5,ALL,Best.Guess
3,oQ,Sockeye_Harrison_Down_Late(Big_Silver),ALL_best_guess,65,ALL,Best.Guess
3,oQ,Sockeye_Harrison_Up_Late(Weaver),ALL_best_guess,30,ALL,Best.Guess
3,oQ,Sockeye_Pitt_ES,ALL_best_guess,55,ALL,Best.Guess
3,oQ,Sockeye_Lillooet/Harrison_Late(Birk),ALL_best_guess,20,ALL,Best.Guess
3,oQ,Sockeye_Harrison_River,ALL_best_guess,70,ALL,Best.Guess
3,oQ,Sockeye_Widgeon_River,ALL_best_guess,30,ALL,Best.Guess
4,xy,Sockeye_Chilliwack_ES,ALL_best_guess,30,ALL,Best.Guess
4,xy,Sockeye_Cultus_Late,ALL_best_guess,0,ALL,Best.Guess
4,xy,Sockeye_Harrison_Down_Late(Big_Silver),ALL_best_guess,30,ALL,Best.Guess
4,xy,Sockeye_Harrison_Up_Late(Weaver),ALL_best_guess,20,ALL,Best.Guess
4,xy,Sockeye_Pitt_ES,ALL_best_guess,90,ALL,Best.Guess
4,xy,Sockeye_Lillooet/Harrison_Late(Birk),ALL_best_guess,20,ALL,Best.Guess
4,xy,Sockeye_Harrison_River,ALL_best_guess,70,ALL,Best.Guess
4,xy,Sockeye_Widgeon_River,ALL_best_guess,0,ALL,Best.Guess
5,qz,Chinook_LFR_FA_0.3,ALL_best_guess,60,ALL,Best.Guess
5,qz,Chinook_Maria_Slough_SU_0.3,ALL_best_guess,60,ALL,Best.Guess
5,qz,Chinook_LFR_SP_1.3,ALL_best_guess,85,ALL,Best.Guess
5,qz,Chinook_LFR_SU_1.3,ALL_best_guess,85,ALL,Best.Guess
5,qz,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_best_guess,85,ALL,Best.Guess
5,qz,Chinook_BB_FA_0.3,ALL_best_guess,60,ALL,Best.Guess
5,qz,Chum_LFR,ALL_best_guess,25,ALL,Best.Guess
5,qz,Coho_Lillooet,ALL_best_guess,85,ALL,Best.Guess
5,qz,Coho_LFR,ALL_best_guess,85,ALL,Best.Guess
5,qz,Coho_BB,ALL_best_guess,85,ALL,Best.Guess
5,qz,Pink_FR,ALL_best_guess,25,ALL,Best.Guess
5,qz,Sockeye_Chilliwack_ES,ALL_best_guess,85,ALL,Best.Guess
5,qz,Sockeye_Cultus_Late,ALL_best_guess,85,ALL,Best.Guess
5,qz,Sockeye_Harrison_Down_Late(Big_Silver),ALL_best_guess,85,ALL,Best.Guess
5,qz,Sockeye_Harrison_Up_Late(Weaver),ALL_best_guess,85,ALL,Best.Guess
5,qz,Sockeye_Pitt_ES,ALL_best_guess,85,ALL,Best.Guess
5,qz,Sockeye_Lillooet/Harrison_Late(Birk),ALL_best_guess,85,ALL,Best.Guess
5,qz,Sockeye_Harrison_River,ALL_best_guess,60,ALL,Best.Guess
5,qz,Sockeye_Widgeon_River,ALL_best_guess,60,ALL,Best.Guess
6,rh,Pink_FR,ALL_best_guess,50,ALL,Best.Guess
6,rh,Sockeye_Cultus_Late,ALL_best_guess,5,ALL,Best.Guess
6,rh,Sockeye_Widgeon_River,ALL_best_guess,0,ALL,Best.Guess
7,OJ,Chinook_LFR_FA_0.3,ALL_best_guess,80,ALL,Best.Guess
7,OJ,Chinook_Maria_Slough_SU_0.3,ALL_best_guess,80,ALL,Best.Guess
7,OJ,Chinook_LFR_SP_1.3,ALL_best_guess,75,ALL,Best.Guess
7,OJ,Chinook_LFR_SU_1.3,ALL_best_guess,75,ALL,Best.Guess
7,OJ,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_best_guess,75,ALL,Best.Guess
7,OJ,Chinook_BB_FA_0.3,ALL_best_guess,50,ALL,Best.Guess
7,OJ,Chum_LFR,ALL_best_guess,60,ALL,Best.Guess
7,OJ,Pink_FR,ALL_best_guess,60,ALL,Best.Guess
7,OJ,Sockeye_Cultus_Late,ALL_best_guess,20,ALL,Best.Guess
8,q8,Chinook_LFR_FA_0.3,ALL_best_guess,70,ALL,Best.Guess
8,q8,Chinook_Maria_Slough_SU_0.3,ALL_best_guess,25,ALL,Best.Guess
8,q8,Chinook_LFR_SP_1.3,ALL_best_guess,30,ALL,Best.Guess
8,q8,Chinook_LFR_SU_1.3,ALL_best_guess,30,ALL,Best.Guess
8,q8,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_best_guess,25,ALL,Best.Guess
8,q8,Chinook_BB_FA_0.3,ALL_best_guess,10,ALL,Best.Guess
8,q8,Chum_LFR,ALL_best_guess,20,ALL,Best.Guess
8,q8,Coho_Lillooet,ALL_best_guess,60,ALL,Best.Guess
8,q8,Coho_LFR,ALL_best_guess,40,ALL,Best.Guess
8,q8,Coho_BB,ALL_best_guess,30,ALL,Best.Guess
8,q8,Pink_FR,ALL_best_guess,30,ALL,Best.Guess
8,q8,Sockeye_Chilliwack_ES,ALL_best_guess,75,ALL,Best.Guess
8,q8,Sockeye_Cultus_Late,ALL_best_guess,15,ALL,Best.Guess
8,q8,Sockeye_Harrison_Down_Late(Big_Silver),ALL_best_guess,60,ALL,Best.Guess
8,q8,Sockeye_Harrison_Up_Late(Weaver),ALL_best_guess,20,ALL,Best.Guess
8,q8,Sockeye_Pitt_ES,ALL_best_guess,70,ALL,Best.Guess
8,q8,Sockeye_Lillooet/Harrison_Late(Birk),ALL_best_guess,30,ALL,Best.Guess
8,q8,Sockeye_Harrison_River,ALL_best_guess,30,ALL,Best.Guess
8,q8,Sockeye_Widgeon_River,ALL_best_guess,20,ALL,Best.Guess
9,Wa,Chinook_LFR_FA_0.3,ALL_best_guess,70,ALL,Best.Guess
9,Wa,Chinook_LFR_SP_1.3,ALL_best_guess,75,ALL,Best.Guess
9,Wa,Chinook_LFR_SU_1.3,ALL_best_guess,75,ALL,Best.Guess
9,Wa,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_best_guess,75,ALL,Best.Guess
9,Wa,Chinook_BB_FA_0.3,ALL_best_guess,70,ALL,Best.Guess
9,Wa,Chum_LFR,ALL_best_guess,80,ALL,Best.Guess
9,Wa,Coho_LFR,ALL_best_guess,85,ALL,Best.Guess
9,Wa,Coho_BB,ALL_best_guess,80,ALL,Best.Guess
9,Wa,Pink_FR,ALL_best_guess,75,ALL,Best.Guess
9,Wa,Sockeye_Cultus_Late,ALL_best_guess,35,ALL,Best.Guess
9,Wa,Sockeye_Pitt_ES,ALL_best_guess,70,ALL,Best.Guess
9,Wa,Sockeye_Widgeon_River,ALL_best_guess,80,ALL,Best.Guess
10,wc,Chinook_LFR_FA_0.3,ALL_best_guess,70,ALL,Best.Guess
10,wc,Chinook_Maria_Slough_SU_0.3,ALL_best_guess,70,ALL,Best.Guess
10,wc,Chinook_LFR_SP_1.3,ALL_best_guess,55,ALL,Best.Guess
10,wc,Chinook_LFR_SU_1.3,ALL_best_guess,55,ALL,Best.Guess
10,wc,Chinook_LFR-Upper_Pitt_SU_1.3,ALL_best_guess,85,ALL,Best.Guess
10,wc,Chinook_BB_FA_0.3,ALL_best_guess,55,ALL,Best.Guess
10,wc,Chum_LFR,ALL_best_guess,70,ALL,Best.Guess
10,wc,Coho_Lillooet,ALL_best_guess,55,ALL,Best.Guess
10,wc,Coho_LFR,ALL_best_guess,65,ALL,Best.Guess
10,wc,Coho_BB,ALL_best_guess,55,ALL,Best.Guess
10,wc,Pink_FR,ALL_best_guess,65,ALL,Best.Guess
10,wc,Sockeye_Chilliwack_ES,ALL_best_guess,70,ALL,Best.Guess
10,wc,Sockeye_Cultus_Late,ALL_best_guess,50,ALL,Best.Guess
10,wc,Sockeye_Harrison_Down_Late(Big_Silver),ALL_best_guess,60,ALL,Best.Guess
10,wc,Sockeye_Harrison_Up_Late(Weaver),ALL_best_guess,60,ALL,Best.Guess
10,wc,Sockeye_Pitt_ES,ALL_best_guess,85,ALL,Best.Guess
